taxamount,lotsizesquarefeet,yearbuilt,fips,taxvaluedollarcnt,calculatedfinishedsquarefeet,bathroomcnt,bedroomcnt,propertylandusetypeid,transactiondate
9669.63,12681.0,1978.0,6037.0,761436.0,2401.0,3.0,4.0,261.0,2017-05-10
5725.02,8508.0,1960.0,6037.0,450223.0,1619.0,2.0,3.0,261.0,2017-05-10
7416.35,10170.0,1960.0,6037.0,588504.0,1818.0,3.0,3.0,261.0,2017-05-10
7660.13,7324.0,1994.0,6037.0,599000.0,2895.0,4.0,5.0,261.0,2017-05-10
3240.39,7318.0,1955.0,6037.0,254561.0,1083.0,2.0,3.0,261.0,2017-05-10
3617.08,5309.0,1947.0,6037.0,271112.0,1434.0,1.0,2.0,261.0,2017-05-10
4766.68,5936.0,1955.0,6037.0,365634.0,1460.0,2.0,3.0,261.0,2017-05-10
8931.43,14091.0,1911.0,6037.0,705000.0,1851.0,2.0,4.0,261.0,2017-05-10
6139.94,5676.0,1924.0,6037.0,481522.0,800.0,1.0,2.0,261.0,2017-05-10
3087.14,9634.0,1940.0,6037.0,229717.0,2298.0,3.0,3.0,261.0,2017-05-10
2703.13,4805.0,1947.0,6037.0,204332.0,1008.0,1.0,2.0,261.0,2017-05-10
2428.89,4202.0,1946.0,6037.0,174917.0,1005.0,2.0,3.0,261.0,2017-05-10
2550.59,7433.0,1923.0,6037.0,180607.0,720.0,1.0,2.0,261.0,2017-05-10
5645.53,7312.0,1939.0,6037.0,435544.0,1297.0,2.0,3.0,261.0,2017-05-10
7508.22,6788.0,1929.0,6037.0,578692.0,1412.0,2.0,3.0,261.0,2017-05-10
1398.83,6005.0,1961.0,6037.0,92115.0,1620.0,2.0,3.0,261.0,2017-05-10
5993.13,7504.0,1959.0,6037.0,462903.0,1436.0,2.0,3.0,261.0,2017-05-10
1395.73,6136.0,1971.0,6037.0,92321.0,1472.0,2.0,4.0,261.0,2017-05-10
2878.61,4837.0,1923.0,6037.0,212139.0,921.0,2.0,2.0,261.0,2017-05-10
810.97,7262.0,1947.0,6037.0,40963.0,790.0,1.0,3.0,261.0,2017-05-10
809.07,7652.0,1928.0,6037.0,46546.0,1120.0,1.0,3.0,261.0,2017-05-10
1747.23,12766.0,1953.0,6037.0,116760.0,2580.0,3.0,2.0,261.0,2017-05-10
4646.95,7175.0,1954.0,6037.0,362611.0,1452.0,2.0,2.0,261.0,2017-05-10
5114.57,5020.0,1949.0,6037.0,395288.0,1310.0,2.0,1.0,261.0,2017-05-10
3795.67,7542.0,1952.0,6037.0,269422.0,1595.0,2.0,3.0,261.0,2017-05-10
9027.51,8299.0,1954.0,6037.0,714363.0,2100.0,4.0,4.0,261.0,2017-05-10
5283.4,9213.0,1937.0,6037.0,411804.0,2172.0,2.0,3.0,261.0,2017-05-10
4693.42,11496.0,1954.0,6037.0,363786.0,1763.0,2.0,3.0,261.0,2017-05-10
1963.92,7188.0,1954.0,6037.0,139630.0,1810.0,2.0,3.0,261.0,2017-05-10
4779.49,7471.0,1953.0,6037.0,339574.0,2181.0,2.0,5.0,261.0,2017-05-10
6172.4,6001.0,1950.0,6037.0,451492.0,945.0,1.0,2.0,261.0,2017-05-10
1681.23,7449.0,1952.0,6037.0,107651.0,2200.0,2.0,3.0,261.0,2017-05-10
8589.07,6204.0,1949.0,6037.0,635000.0,1778.0,2.0,3.0,261.0,2017-05-10
7955.33,14755.0,1955.0,6037.0,621018.0,1855.0,3.0,4.0,261.0,2017-05-11
4143.53,14396.0,1951.0,6037.0,315378.0,1262.0,1.0,3.0,261.0,2017-05-11
1344.44,5743.0,1957.0,6037.0,89810.0,1572.0,2.0,3.0,261.0,2017-05-11
4688.87,11566.0,1955.0,6037.0,360547.0,2496.0,3.0,4.0,261.0,2017-05-11
1439.61,8761.0,1954.0,6037.0,95161.0,1967.0,2.0,3.0,261.0,2017-05-11
3239.65,7108.0,1953.0,6037.0,239117.0,1460.0,3.0,3.0,261.0,2017-05-11
5092.93,12333.0,1953.0,6037.0,396291.0,1720.0,2.0,3.0,261.0,2017-05-11
2455.62,7934.0,1948.0,6037.0,168335.0,1792.0,2.0,3.0,261.0,2017-05-11
1509.07,5201.0,1953.0,6037.0,98393.0,1196.0,2.0,2.0,261.0,2017-05-11
1245.15,10675.0,1948.0,6037.0,69542.0,1056.0,1.0,3.0,261.0,2017-05-11
5094.74,5028.0,1947.0,6037.0,368242.0,1085.0,1.0,3.0,261.0,2017-05-11
5953.77,5408.0,1948.0,6037.0,434923.0,922.0,1.0,2.0,261.0,2017-05-11
4925.82,8302.0,1950.0,6037.0,358332.0,1934.0,2.0,4.0,261.0,2017-05-11
6841.45,5553.0,1948.0,6037.0,501584.0,1442.0,2.0,3.0,261.0,2017-05-11
4095.6,6094.0,1941.0,6037.0,300203.0,1276.0,2.0,2.0,261.0,2017-05-11
1700.31,7470.0,1956.0,6037.0,79894.0,1652.0,2.0,4.0,261.0,2017-05-11
6182.88,4945.0,1947.0,6037.0,405927.0,1214.0,1.0,2.0,261.0,2017-05-11
4421.2,5125.0,1953.0,6037.0,285560.0,1240.0,2.0,3.0,261.0,2017-05-11
2642.92,4985.0,1948.0,6037.0,156429.0,1472.0,2.0,4.0,261.0,2017-05-11
5987.8,4986.0,1948.0,6037.0,391609.0,1288.0,2.0,3.0,261.0,2017-05-11
7875.83,7775.0,1961.0,6037.0,530517.0,2484.0,3.0,3.0,261.0,2017-05-11
1830.72,9335.0,1973.0,6037.0,95428.0,1780.0,2.0,4.0,261.0,2017-05-11
4010.02,7052.0,1955.0,6037.0,247365.0,1548.0,2.0,3.0,261.0,2017-05-11
5899.28,6492.0,1963.0,6037.0,381853.0,2263.0,3.0,4.0,261.0,2017-05-11
2983.28,2523.0,1955.0,6037.0,212574.0,760.0,0.0,0.0,261.0,2017-05-11
1699.83,3560.0,1942.0,6037.0,105505.0,710.0,1.0,3.0,261.0,2017-05-11
1180.37,5973.0,1950.0,6037.0,71823.0,1510.0,2.0,3.0,261.0,2017-05-11
1089.22,5434.0,1949.0,6037.0,65803.0,1256.0,2.0,2.0,261.0,2017-05-11
1243.79,5992.0,1949.0,6037.0,77585.0,1238.0,2.0,2.0,261.0,2017-05-11
5857.66,6011.0,1949.0,6037.0,434526.0,854.0,1.0,2.0,261.0,2017-05-11
3500.49,5001.0,1947.0,6037.0,240885.0,2470.0,4.0,5.0,261.0,2017-05-11
1011.54,5877.0,1949.0,6037.0,59805.0,1200.0,1.0,2.0,261.0,2017-05-11
6022.78,16383.0,1954.0,6037.0,433777.0,3092.0,4.0,6.0,261.0,2017-05-11
1315.32,7363.0,1951.0,6037.0,81538.0,1558.0,2.0,3.0,261.0,2017-05-11
1002.99,6292.0,1951.0,6037.0,60051.0,918.0,1.0,2.0,261.0,2017-05-11
1089.46,7105.0,1948.0,6037.0,65496.0,1188.0,1.0,3.0,261.0,2017-05-11
1659.64,7373.0,1960.0,6037.0,107990.0,2075.0,2.0,4.0,261.0,2017-05-11
1392.62,7760.0,1954.0,6037.0,91905.0,1899.0,2.0,3.0,261.0,2017-05-11
5148.21,5994.0,1960.0,6037.0,394699.0,1638.0,2.0,3.0,261.0,2017-05-11
6003.03,5833.0,1961.0,6037.0,470799.0,1646.0,2.0,3.0,261.0,2017-05-11
7279.78,5153.0,1960.0,6037.0,550903.0,1313.0,2.0,3.0,261.0,2017-05-11
1156.3,6651.0,1937.0,6037.0,73034.0,970.0,1.0,2.0,261.0,2017-05-11
1000.33,4859.0,1951.0,6037.0,50073.0,1024.0,1.0,3.0,261.0,2017-05-11
1580.45,5957.0,1962.0,6037.0,72655.0,1372.0,2.0,3.0,261.0,2017-05-11
1451.14,10468.0,1955.0,6037.0,68323.0,1550.0,2.0,4.0,261.0,2017-05-11
4044.43,7132.0,1947.0,6037.0,253565.0,2572.0,3.0,5.0,261.0,2017-05-11
6163.23,15080.0,1947.0,6037.0,480409.0,1356.0,2.0,2.0,261.0,2017-05-11
1251.65,6236.0,1963.0,6037.0,75751.0,1550.0,2.0,3.0,261.0,2017-05-11
1452.28,13961.0,1931.0,6037.0,81341.0,2026.0,3.0,3.0,261.0,2017-05-11
2868.92,5249.0,1949.0,6037.0,228871.0,960.0,1.0,3.0,261.0,2017-05-11
2102.1,4345.0,1958.0,6037.0,154135.0,970.0,1.0,2.0,261.0,2017-05-11
2168.94,6929.0,1930.0,6037.0,163534.0,1662.0,3.0,4.0,261.0,2017-05-11
5939.43,3571.0,1938.0,6037.0,494000.0,996.0,1.0,2.0,261.0,2017-05-11
5076.94,6287.0,1953.0,6037.0,416252.0,1200.0,2.0,3.0,261.0,2017-05-11
3191.14,6708.0,1993.0,6037.0,263034.0,1016.0,2.0,3.0,261.0,2017-05-11
5534.27,7287.0,1939.0,6037.0,451445.0,2524.0,3.0,6.0,261.0,2017-05-11
3792.0,6105.0,1939.0,6037.0,302666.0,2065.0,2.0,4.0,261.0,2017-05-11
3734.85,7236.0,1928.0,6037.0,297087.0,1157.0,1.0,2.0,261.0,2017-05-11
1186.68,7699.0,1966.0,6037.0,72650.0,1669.0,2.0,3.0,261.0,2017-05-11
4482.92,5790.0,1942.0,6037.0,370735.0,1332.0,3.0,4.0,261.0,2017-05-11
1461.45,4796.0,1966.0,6037.0,104198.0,999.0,2.0,3.0,261.0,2017-05-11
3739.72,4441.0,1963.0,6037.0,306256.0,984.0,1.0,2.0,261.0,2017-05-11
2903.48,5643.0,1946.0,6037.0,223623.0,1275.0,2.0,3.0,261.0,2017-05-11
2152.11,5595.0,1941.0,6037.0,155357.0,1619.0,2.0,3.0,261.0,2017-05-11
2090.46,6340.0,1952.0,6037.0,159862.0,819.0,1.0,2.0,261.0,2017-05-11
7305.03,6936.0,1947.0,6037.0,590000.0,1859.0,3.0,4.0,261.0,2017-05-11
5245.97,6594.0,1930.0,6037.0,440000.0,1140.0,1.0,2.0,261.0,2017-05-11
2915.05,5099.0,1925.0,6037.0,223993.0,1520.0,2.0,3.0,261.0,2017-05-11
2825.12,5913.0,1926.0,6037.0,224512.0,1035.0,1.0,2.0,261.0,2017-05-11
896.03,4890.0,1953.0,6037.0,52762.0,1028.0,1.0,2.0,261.0,2017-05-11
5422.76,5388.0,1950.0,6037.0,448740.0,1294.0,1.0,2.0,261.0,2017-05-11
3342.14,7093.0,1976.0,6037.0,205614.0,1589.0,3.0,3.0,261.0,2017-05-11
4112.47,7065.0,1976.0,6037.0,260721.0,1854.0,3.0,3.0,261.0,2017-05-11
5454.16,9941.0,1976.0,6037.0,358933.0,2181.0,3.0,3.0,261.0,2017-05-11
4711.2,8731.0,1978.0,6037.0,300736.0,2698.0,4.0,5.0,261.0,2017-05-11
4288.98,10111.0,1962.0,6037.0,273231.0,1602.0,2.0,4.0,261.0,2017-05-11
3322.0,10523.0,1961.0,6037.0,202935.0,1672.0,2.0,4.0,261.0,2017-05-11
1841.62,5560.0,1904.0,6037.0,138940.0,1568.0,2.0,5.0,261.0,2017-05-11
4148.49,7276.0,1958.0,6037.0,333709.0,756.0,1.0,2.0,261.0,2017-05-11
2570.81,7506.0,1945.0,6037.0,204294.0,1714.0,2.0,3.0,261.0,2017-05-11
7597.29,7610.0,1964.0,6037.0,627423.0,1323.0,2.0,2.0,261.0,2017-05-11
569.5,6275.0,1927.0,6037.0,37641.0,1504.0,1.0,2.0,261.0,2017-05-11
5432.61,5766.0,1929.0,6037.0,438278.0,1722.0,2.0,2.0,261.0,2017-05-11
387.19,4763.0,1924.0,6037.0,26875.0,896.0,1.0,2.0,261.0,2017-05-11
20043.88,13211.0,1964.0,6037.0,1729677.0,2373.0,3.0,5.0,261.0,2017-05-11
2372.27,24002.0,1965.0,6037.0,141823.0,2242.0,3.0,4.0,261.0,2017-05-11
11081.99,7569.0,1981.0,6037.0,928840.0,2714.0,3.0,3.0,261.0,2017-05-11
7429.72,19642.0,1965.0,6037.0,595046.0,2737.0,3.0,4.0,261.0,2017-05-11
942.4,7220.0,1911.0,6037.0,57936.0,1637.0,2.0,3.0,261.0,2017-05-11
3180.46,2400.0,1938.0,6037.0,227072.0,1315.0,1.0,3.0,261.0,2017-05-11
4845.93,7526.0,1940.0,6037.0,373430.0,1668.0,2.0,3.0,261.0,2017-05-11
1034.81,6270.0,1940.0,6037.0,71617.0,996.0,1.0,2.0,261.0,2017-05-11
1107.59,9850.0,1921.0,6037.0,72240.0,1288.0,1.0,2.0,261.0,2017-05-11
1320.18,6485.0,1905.0,6037.0,53172.0,741.0,1.0,2.0,261.0,2017-05-11
9712.34,7208.0,1908.0,6037.0,804692.0,1568.0,2.0,3.0,261.0,2017-05-11
3064.25,18558.0,1948.0,6037.0,202343.0,1891.0,2.0,2.0,261.0,2017-05-11
4398.38,6493.0,1929.0,6037.0,364796.0,2211.0,3.0,3.0,261.0,2017-05-11
9389.78,12980.0,1959.0,6037.0,773709.0,2826.0,2.0,2.0,261.0,2017-05-11
10194.22,5718.0,1908.0,6037.0,847790.0,1798.0,3.0,3.0,261.0,2017-05-11
7331.19,5672.0,1924.0,6037.0,598751.0,1584.0,2.0,3.0,261.0,2017-05-11
1527.8,5670.0,1909.0,6037.0,69339.0,1500.0,1.0,2.0,261.0,2017-05-11
8300.69,9279.0,1925.0,6037.0,678021.0,2129.0,1.0,3.0,261.0,2017-05-11
7448.8,7500.0,1991.0,6037.0,602178.0,2706.0,4.0,4.0,261.0,2017-05-11
14912.73,11382.0,1907.0,6037.0,1273245.0,2387.0,3.0,3.0,261.0,2017-05-11
3345.08,8327.0,1924.0,6037.0,271614.0,1990.0,2.0,3.0,261.0,2017-05-11
5166.41,7126.0,1921.0,6037.0,425401.0,1222.0,2.0,2.0,261.0,2017-05-11
6156.76,6869.0,1988.0,6037.0,510433.0,2090.0,3.0,4.0,261.0,2017-05-11
1364.75,7589.0,1909.0,6037.0,87787.0,2556.0,1.0,5.0,261.0,2017-05-11
1294.39,8267.0,1940.0,6037.0,87354.0,1402.0,2.0,3.0,261.0,2017-05-11
7405.39,8959.0,1951.0,6037.0,621508.0,2000.0,2.0,2.0,261.0,2017-05-11
25418.04,11426.0,1936.0,6037.0,2159528.0,3073.0,4.0,4.0,261.0,2017-05-11
12796.42,9174.0,1951.0,6037.0,1007985.0,1494.0,2.0,2.0,261.0,2017-05-11
27018.64,44351.0,2004.0,6037.0,2355406.0,5591.0,6.0,4.0,261.0,2017-05-11
67433.18,45392.0,1936.0,6037.0,5952000.0,6396.0,7.0,6.0,261.0,2017-05-11
50365.98,18394.0,1922.0,6037.0,4452797.0,3898.0,4.0,4.0,261.0,2017-05-11
50218.06,49279.0,1955.0,6037.0,4368989.0,4571.0,6.0,6.0,261.0,2017-05-11
7887.04,42834.0,1935.0,6037.0,451273.0,6762.0,6.0,4.0,261.0,2017-05-11
36315.58,20942.0,1928.0,6037.0,3104698.0,5074.0,6.0,6.0,261.0,2017-05-11
28122.8,25535.0,2000.0,6037.0,2321155.0,6704.0,7.0,6.0,261.0,2017-05-11
17134.2,14109.0,1941.0,6037.0,1357175.0,4075.0,4.0,4.0,261.0,2017-05-11
86971.41,29989.0,1928.0,6037.0,7766509.0,7439.0,8.0,6.0,261.0,2017-05-11
7524.46,10750.0,1927.0,6037.0,581558.0,3959.0,3.0,6.0,261.0,2017-05-11
16151.9,20446.0,1950.0,6037.0,1245183.0,4365.0,4.0,4.0,261.0,2017-05-11
26255.54,26930.0,1938.0,6037.0,2176489.0,4769.0,6.0,4.0,261.0,2017-05-11
7790.22,62926.0,1948.0,6037.0,464929.0,5836.0,5.0,6.0,261.0,2017-05-11
39623.13,37494.0,1951.0,6037.0,3400017.0,5685.0,5.0,5.0,261.0,2017-05-11
6104.4,5584.0,1924.0,6037.0,466094.0,1385.0,2.0,2.0,261.0,2017-05-11
5770.85,7729.0,1926.0,6037.0,434727.0,1536.0,1.0,3.0,261.0,2017-05-11
7724.49,7296.0,1927.0,6037.0,653269.0,2871.0,3.0,4.0,261.0,2017-05-11
13442.21,8330.0,1926.0,6037.0,1110000.0,2338.0,2.0,3.0,261.0,2017-05-11
15952.92,19298.0,1933.0,6037.0,1336588.0,2831.0,3.0,3.0,261.0,2017-05-11
10770.14,9659.0,1948.0,6037.0,912920.0,2711.0,4.0,4.0,261.0,2017-05-11
3581.61,11085.0,1923.0,6037.0,137526.0,3070.0,3.0,5.0,261.0,2017-05-11
15551.84,11810.0,1940.0,6037.0,1295402.0,1818.0,2.0,2.0,261.0,2017-05-11
2906.13,13110.0,1975.0,6037.0,185693.0,2642.0,3.0,4.0,261.0,2017-05-11
3194.35,9467.0,1940.0,6037.0,119457.0,1896.0,2.0,3.0,261.0,2017-05-11
7773.87,7503.0,1940.0,6037.0,543723.0,1776.0,2.0,2.0,261.0,2017-05-11
16097.12,10053.0,1937.0,6037.0,1300898.0,2652.0,3.0,3.0,261.0,2017-05-11
12564.67,13271.0,1937.0,6037.0,966983.0,1959.0,2.0,3.0,261.0,2017-05-11
15815.19,8822.0,1939.0,6037.0,1271123.0,2333.0,2.0,3.0,261.0,2017-05-11
13361.79,16168.0,1941.0,6037.0,1165057.0,1626.0,1.0,2.0,261.0,2017-05-11
4530.61,13179.0,1930.0,6037.0,210001.0,4023.0,4.0,4.0,261.0,2017-05-11
1710.28,10012.0,1940.0,6037.0,106961.0,1525.0,2.0,3.0,261.0,2017-05-11
5336.21,10214.0,1925.0,6037.0,442035.0,2364.0,2.0,4.0,261.0,2017-05-11
2277.36,6572.0,1921.0,6037.0,168591.0,984.0,1.0,1.0,261.0,2017-05-11
3442.78,6926.0,1927.0,6037.0,271342.0,1272.0,1.0,3.0,261.0,2017-05-11
5882.6,6183.0,1924.0,6037.0,490015.0,1137.0,1.0,3.0,261.0,2017-05-11
2044.84,4950.0,1923.0,6037.0,148424.0,986.0,1.0,2.0,261.0,2017-05-11
5719.52,6684.0,1948.0,6037.0,477996.0,2244.0,3.0,3.0,261.0,2017-05-11
2858.46,3719.0,1927.0,6037.0,222139.0,836.0,1.0,2.0,261.0,2017-05-11
2034.22,7478.0,1937.0,6037.0,152071.0,1360.0,2.0,3.0,261.0,2017-05-11
4239.61,7581.0,1932.0,6037.0,340920.0,1621.0,2.0,2.0,261.0,2017-05-11
2925.06,5725.0,1948.0,6037.0,230752.0,1757.0,2.0,5.0,261.0,2017-05-11
5527.6,4285.0,1930.0,6037.0,466000.0,1164.0,1.0,2.0,261.0,2017-05-11
3660.64,6391.0,1930.0,6037.0,290011.0,1522.0,2.0,3.0,261.0,2017-05-11
1898.42,4999.0,1927.0,6037.0,143298.0,760.0,1.0,2.0,261.0,2017-05-11
5627.59,3450.0,1953.0,6037.0,475534.0,1076.0,1.0,3.0,261.0,2017-05-11
3378.99,4846.0,1925.0,6037.0,278750.0,1286.0,2.0,2.0,261.0,2017-05-11
6111.16,9954.0,1938.0,6037.0,504429.0,2292.0,2.0,3.0,261.0,2017-05-11
6203.71,7882.0,1939.0,6037.0,523391.0,1601.0,2.0,4.0,261.0,2017-05-11
4476.85,7799.0,1937.0,6037.0,369125.0,1582.0,2.0,3.0,261.0,2017-05-11
3957.61,7559.0,1923.0,6037.0,323032.0,1538.0,1.0,3.0,261.0,2017-05-11
5274.35,6911.0,1953.0,6037.0,439572.0,2349.0,3.0,3.0,261.0,2017-05-11
4178.11,6293.0,1920.0,6037.0,342563.0,1708.0,3.0,4.0,261.0,2017-05-11
1072.8,6396.0,1936.0,6037.0,67500.0,1142.0,1.0,2.0,261.0,2017-05-11
1229.38,12770.0,1939.0,6037.0,77821.0,1434.0,2.0,3.0,261.0,2017-05-11
986.8,6288.0,1950.0,6037.0,60637.0,923.0,1.0,2.0,261.0,2017-05-11
3205.15,5601.0,1926.0,6037.0,254914.0,2009.0,2.0,3.0,261.0,2017-05-11
4488.12,6956.0,1947.0,6037.0,362760.0,1794.0,2.0,3.0,261.0,2017-05-11
1843.18,8250.0,1949.0,6037.0,130785.0,2384.0,2.0,5.0,261.0,2017-05-11
3687.8,6028.0,1951.0,6037.0,299117.0,1221.0,2.0,2.0,261.0,2017-05-11
4164.94,15181.0,1951.0,6037.0,337303.0,1927.0,2.0,3.0,261.0,2017-05-11
6497.36,6198.0,1924.0,6037.0,168937.0,1312.0,2.0,3.0,261.0,2017-05-11
2603.7,6197.0,1928.0,6037.0,202390.0,1580.0,2.0,3.0,261.0,2017-05-11
6706.26,6700.0,1953.0,6037.0,570000.0,1217.0,1.0,2.0,261.0,2017-05-11
915.1,6139.0,1947.0,6037.0,53253.0,1212.0,1.0,3.0,261.0,2017-05-11
3074.41,10000.0,1924.0,6037.0,238363.0,960.0,1.0,2.0,261.0,2017-05-11
5595.23,6245.0,1947.0,6037.0,470039.0,1421.0,2.0,3.0,261.0,2017-05-11
8550.48,6543.0,2013.0,6037.0,630699.0,2369.0,3.0,4.0,261.0,2017-05-11
5615.01,5824.0,1942.0,6037.0,405945.0,1325.0,1.0,2.0,261.0,2017-05-11
9790.46,7350.0,1951.0,6037.0,739101.0,1871.0,2.0,4.0,261.0,2017-05-11
5660.93,7655.0,1941.0,6037.0,409311.0,1199.0,1.0,3.0,261.0,2017-05-11
1220.59,7636.0,1950.0,6037.0,68916.0,1737.0,3.0,3.0,261.0,2017-05-11
2306.67,6250.0,1923.0,6037.0,154718.0,1502.0,2.0,4.0,261.0,2017-05-11
4355.38,6300.0,1926.0,6037.0,315170.0,1201.0,1.0,2.0,261.0,2017-05-11
4469.66,6775.0,1938.0,6037.0,323305.0,1370.0,1.0,3.0,261.0,2017-05-11
7338.48,6987.0,1939.0,6037.0,202401.0,2752.0,3.0,5.0,261.0,2017-05-11
2870.85,6497.0,1939.0,6037.0,199553.0,1195.0,1.0,2.0,261.0,2017-05-11
6007.45,6697.0,1927.0,6037.0,497916.0,1906.0,2.0,4.0,261.0,2017-05-11
7141.96,8794.0,1928.0,6037.0,527639.0,2257.0,3.0,3.0,261.0,2017-05-11
6496.23,11123.0,1932.0,6037.0,471407.0,1701.0,2.0,3.0,261.0,2017-05-11
5708.47,7017.0,1940.0,6037.0,412209.0,1498.0,2.0,3.0,261.0,2017-05-11
15459.9,13053.0,1923.0,6037.0,1167000.0,2115.0,2.0,3.0,261.0,2017-05-11
8382.04,11076.0,1947.0,6037.0,616616.0,2217.0,2.0,3.0,261.0,2017-05-11
7220.32,6727.0,1939.0,6037.0,537091.0,1455.0,2.0,3.0,261.0,2017-05-11
12859.96,7514.0,1999.0,6037.0,964487.0,2769.0,3.0,4.0,261.0,2017-05-11
8523.65,7473.0,1990.0,6037.0,634852.0,2504.0,3.0,4.0,261.0,2017-05-11
1439.32,7698.0,1940.0,6037.0,84978.0,2042.0,2.0,3.0,261.0,2017-05-11
1635.51,7502.0,1951.0,6037.0,100948.0,1830.0,2.0,3.0,261.0,2017-05-11
5276.85,6362.0,1940.0,6037.0,384774.0,1815.0,3.0,4.0,261.0,2017-05-11
6013.86,7380.0,1940.0,6037.0,443661.0,1250.0,2.0,3.0,261.0,2017-05-11
4533.28,5517.0,2010.0,6037.0,325583.0,1802.0,3.0,4.0,261.0,2017-05-11
3528.24,7482.0,1947.0,6037.0,255818.0,846.0,1.0,2.0,261.0,2017-05-11
883.79,2895.0,1955.0,6037.0,62384.0,360.0,0.0,0.0,261.0,2017-05-11
1736.75,9399.0,1968.0,6037.0,119014.0,1541.0,1.0,3.0,261.0,2017-05-11
3367.36,6250.0,1941.0,6037.0,259151.0,1344.0,2.0,4.0,261.0,2017-05-11
2192.54,5500.0,1946.0,6037.0,145249.0,866.0,1.0,2.0,261.0,2017-05-11
2472.78,7561.0,1948.0,6037.0,156782.0,1478.0,2.0,2.0,261.0,2017-05-11
811.49,13548.0,1940.0,6037.0,41159.0,1048.0,1.0,3.0,261.0,2017-05-11
1472.68,8674.0,1946.0,6037.0,99454.0,842.0,1.0,2.0,261.0,2017-05-11
5351.2,6298.0,1926.0,6037.0,435670.0,1780.0,2.0,3.0,261.0,2017-05-11
1711.49,8866.0,1946.0,6037.0,116707.0,1866.0,2.0,3.0,261.0,2017-05-11
4267.97,5521.0,1942.0,6037.0,337068.0,870.0,1.0,1.0,261.0,2017-05-11
1468.6,8949.0,1952.0,6037.0,95425.0,1888.0,2.0,3.0,261.0,2017-05-11
1098.15,4826.0,1955.0,6037.0,67053.0,1242.0,2.0,3.0,261.0,2017-05-11
2478.99,6926.0,1951.0,6037.0,82374.0,1514.0,2.0,3.0,261.0,2017-05-11
4052.19,11441.0,1935.0,6037.0,220663.0,1086.0,1.0,2.0,261.0,2017-05-11
13395.24,25754.0,1952.0,6037.0,1160778.0,1681.0,3.0,3.0,261.0,2017-05-11
9157.44,28983.0,1951.0,6037.0,776980.0,2498.0,3.0,3.0,261.0,2017-05-11
3926.12,42502.0,1948.0,6037.0,306999.0,4320.0,5.0,6.0,261.0,2017-05-11
9848.5,5458.0,1943.0,6037.0,757580.0,1425.0,2.0,3.0,261.0,2017-05-11
11211.86,9481.0,1952.0,6037.0,880660.0,1702.0,2.0,3.0,261.0,2017-05-11
13263.19,9978.0,1938.0,6037.0,1146092.0,2716.0,3.0,3.0,261.0,2017-05-11
6713.68,7401.0,1966.0,6037.0,567009.0,1606.0,2.0,3.0,261.0,2017-05-11
10214.95,7210.0,2002.0,6037.0,874770.0,4361.0,5.0,5.0,261.0,2017-05-11
4755.16,6456.0,1950.0,6037.0,394529.0,1736.0,2.0,3.0,261.0,2017-05-11
1106.29,6422.0,1949.0,6037.0,69007.0,1193.0,2.0,3.0,261.0,2017-05-11
18283.32,10241.0,2013.0,6037.0,1594722.0,3546.0,6.0,5.0,261.0,2017-05-11
8312.52,7657.0,1949.0,6037.0,709340.0,1066.0,1.0,2.0,261.0,2017-05-11
3200.96,6301.0,1951.0,6037.0,250601.0,1006.0,1.0,3.0,261.0,2017-05-11
5828.78,5951.0,1954.0,6037.0,492419.0,1399.0,2.0,3.0,261.0,2017-05-11
1257.83,4999.0,1964.0,6037.0,79892.0,2000.0,3.0,4.0,261.0,2017-05-11
9940.9,11166.0,1950.0,6037.0,858192.0,1808.0,2.0,3.0,261.0,2017-05-11
6600.96,6795.0,1947.0,6037.0,564482.0,918.0,1.0,2.0,261.0,2017-05-11
3065.9,7468.0,1961.0,6037.0,243748.0,1340.0,2.0,2.0,261.0,2017-05-11
15148.54,15001.0,1939.0,6037.0,1319824.0,1626.0,2.0,2.0,261.0,2017-05-11
21079.69,20589.0,2005.0,6037.0,1847049.0,4520.0,4.0,5.0,261.0,2017-05-11
3000.65,5156.0,1948.0,6037.0,239290.0,1571.0,2.0,3.0,261.0,2017-05-11
2622.77,5907.0,1940.0,6037.0,205937.0,1304.0,2.0,4.0,261.0,2017-05-11
2966.54,2941.0,1945.0,6037.0,239623.0,897.0,1.0,2.0,261.0,2017-05-11
8642.5,4779.0,1965.0,6037.0,737865.0,1920.0,3.0,4.0,261.0,2017-05-11
4007.52,5463.0,1963.0,6037.0,323642.0,1288.0,2.0,3.0,261.0,2017-05-11
2531.74,5519.0,1953.0,6037.0,196144.0,1782.0,2.0,3.0,261.0,2017-05-11
9240.98,6849.0,1953.0,6037.0,775000.0,1817.0,3.0,4.0,261.0,2017-05-11
2332.51,5237.0,1950.0,6037.0,180235.0,1242.0,1.0,3.0,261.0,2017-05-11
7068.57,4906.0,1963.0,6037.0,605492.0,1404.0,2.0,3.0,261.0,2017-05-11
4321.79,5810.0,1983.0,6037.0,350045.0,1732.0,3.0,3.0,261.0,2017-05-11
3188.79,5516.0,1947.0,6037.0,256986.0,1279.0,2.0,3.0,261.0,2017-05-11
4175.89,5975.0,1965.0,6037.0,343804.0,1738.0,3.0,3.0,261.0,2017-05-11
6148.94,7235.0,1998.0,6037.0,516469.0,2832.0,4.0,5.0,261.0,2017-05-11
7284.28,10367.0,2013.0,6037.0,612374.0,3273.0,5.0,4.0,261.0,2017-05-11
